A,B,C,D
0.8726382064724688,5.366103420077445,mouse,87
0.0009303861190900235,8.562630216530813,dog,15
-0.36067002103030404,11.71224169350157,cat,25
-0.1777874896761361,5.422091139236755,dog,95
-0.6597709746682912,12.665578629861649,cat,94
-1.3176355175772405,10.409741335540321,cat,93
0.9814924193772037,4.450154430049118,cat,79
-0.9369495747560481,7.376071483689291,dog,16
0.5264216385785165,14.940786239886709,cat,51
0.35261279472645946,10.637271584657242,cat,58
,2.28510454113853,cat,54
,6.769930754527133,cat,83
,6.760314430923444,dog,64
,15.867258288555028,mouse,62
,14.23373608066525,cat,20
,9.107161974492914,mouse,93
-0.910261193556483,7.408740897923543,cat,90
0.06763213946744288,15.219665012442483,cat,71
-0.22015764566656804,10.647463404405427,mouse,75
1.0119114933392386,13.554856394897211,mouse,28
2.1025438052595122,19.115933598433514,,43
-1.1675349020489514,10.80414642850162,,41
2.8030811400137154,7.7068946441855095,,57
-0.19701828117191952,14.436907584868964,,63
-1.5450727723280113,6.370239211886144,,36
-0.06105384013486895,8.344038518904402,,88
-1.3981753306519866,15.849627963099861,cat,35
1.0639335817259825,3.5326732432438295,mouse,66
0.6653701005550131,7.678977961655336,mouse,72
0.1116257518066511,12.389509174494366,mouse,9
-0.34794130724510447,13.43231682863567,mouse,80
0.3833214664698107,19.865469780857154,mouse,27
2.104097416106541,10.12842670981911,cat,46
1.3477266946708364,7.066778572201793,cat,62
-0.7138417290627139,17.555232696788153,mouse,34
-1.6254849656450705,9.163658045412381,mouse,47
-0.3428413279178578,3.3812385653523904,mouse,93
2.1034583301107057,14.284171207113296,mouse,19
-0.2819648072986456,8.032262694979359,dog,93
-1.862232629337341,13.633299162958002,cat,92
0.39082310391823205,12.417182959525071,cat,14
-1.2691063452729074,12.792174853873497,mouse,3
2.455836557750124,-0.598845070109423,dog,16
-0.675277353572317,12.034293463937672,cat,48
0.14013027035563014,17.023751221372372,mouse,20
-0.6664402693202441,12.56876760860416,cat,80
-1.0829029650584627,20.23866551652787,mouse,53
0.6389592543756224,15.827102329497954,mouse,15
-0.41959808930197834,7.97220859316927,cat,86
0.1907366668831618,6.177362918059962,dog,31
0.7253804388684516,13.731305705626983,dog,5
-0.7958011636733533,2.3782597890000092,cat,99
-0.4789271121384667,6.690714866558289,dog,18
1.3468909219376701,9.252314963589571,cat,86
-0.6706135588740175,11.122137231685272,mouse,54
1.9805836995237776,16.972258526245206,dog,10
0.7040569631865199,11.421601602113478,mouse,59
-0.5470231753921493,6.749758085334667,dog,61
-0.10561756413884234,10.148468200698934,cat,95
0.7120705935605487,12.089458816972835,mouse,17
-0.06779152943132252,18.645726355854062,dog,20
-0.9198902384198544,18.575505693394568,cat,95
2.1896706514219018,7.241884305093297,dog,8
-2.463766667309608,7.722019944057488,cat,40
-0.4459497190129665,8.177388249872521,dog,36
1.0082028124947746,5.888030808746886,mouse,30
-0.3342119913258452,13.320955035372965,mouse,18
0.04995552393850467,9.848071817843103,mouse,82
-0.9641003909666098,3.202684397892285,cat,29
-1.3296890510139576,6.268628400081697,dog,48
-0.3832220563216573,5.982040569910126,mouse,96
-1.5885189159355644,10.527125662090874,mouse,81
-0.5062263051645176,16.150567499431634,dog,94
0.1898012878008091,17.029315637335127,mouse,61
-0.7563783233192438,12.652360580921538,cat,99
-0.44650203604602373,9.893130441671179,mouse,56
-1.374869766204904,13.180336018773044,dog,77
-0.8869164178775776,7.594520409074807,cat,83
0.4294719685313149,6.945226806536417,mouse,86
-0.48694001590055064,10.886597429108935,dog,54
-0.4065934861778668,5.467975184632733,cat,26
0.67607076010224,10.592692574491602,mouse,75
1.1906326064852342,10.56677009435795,mouse,68
-0.961454233271597,8.371999549488907,cat,80
-0.9647202607384698,17.303611523614826,mouse,83
-0.5761148171290486,14.990345607073513,dog,96
-0.1452389491562366,6.713514262179201,mouse,50
0.7654776400884987,-0.30786327138658187,dog,88
-0.26861299875070577,19.48022622198254,cat,77
-0.5534685963298271,3.6493602295737615,dog,23
-0.5400848392531488,13.797412313228158,dog,71
-1.3486682626199384,12.9115839809456,dog,90
-0.27511930686500874,17.077684451835005,mouse,88
0.8480252597716214,0.9983642626227844,dog,55
0.7170931523290164,4.784478701032442,cat,29
-1.7258830358742039,6.788337239188618,mouse,35
-0.20782354659931582,13.350105281023412,mouse,28
2.6816937757896975,6.47938073041959,dog,47
-0.03751589034977399,15.965401078688773,mouse,72
1.0339008506854765,14.400004537320534,mouse,26
