A,B,C,D
-0.6762655504919789,10.847205972845787,cat,78
-0.7892828402455941,17.011615768882812,dog,80
2.127654295436539,8.684444929983488,dog,80
-0.45499967575661404,15.606648453331557,cat,6
1.242979264954581,11.875874423271803,mouse,38
-1.297706435096157,5.590824668912939,mouse,18
-0.8800278495701138,11.10493347824708,cat,93
-1.4194439453334742,10.259871268144478,cat,20
0.8513326879369845,1.058997573560024,mouse,7
-0.38522483370128224,11.508904769891087,cat,21
,10.21705763173378,cat,29
,14.013242616161032,cat,57
,3.65122091369395,cat,65
,16.072752361733244,cat,68
,12.51578388989847,mouse,65
,19.56610604657947,mouse,97
-0.6424596537863687,14.66654722813275,dog,42
-0.49010253955079347,13.969904954734215,cat,43
1.2367577133271266,11.098824174626708,dog,29
0.11937941556458155,14.123437908467668,dog,37
0.458480187124248,6.7646139216712715,,7
-0.0489026489682419,8.879081301197878,,85
-0.7472605155730286,0.7160665219140956,,63
0.1701858882572067,8.242664277895106,,53
-0.9874319985079523,4.804553167553434,,76
-0.4190470193200255,10.839185378251656,,60
0.11673262309951497,8.418200107835485,dog,39
-1.590441711041673,9.75941256126673,cat,77
1.414643879920952,19.213052681395098,mouse,6
1.1464743356232954,12.358314584653268,cat,66
-0.4889833545852379,14.317546617663513,dog,34
1.191728394888416,9.974350086186575,dog,22
0.5446978797357821,5.988052384546564,mouse,34
-1.4040292260706257,9.606754811247042,dog,50
0.6949533521128237,1.0367926573830175,dog,90
1.1462875009188864,7.635658915426099,dog,73
1.453948336825101,10.230964619009672,mouse,48
-1.1507136060516352,7.112885554769596,cat,10
2.079585167469563,10.238189662661854,cat,96
-1.1023213651089006,9.737101711822763,dog,11
0.06702548214225024,22.955895223274226,dog,61
1.6531784974735584,5.4708131188671905,dog,77
-1.408498855909489,9.740395532697566,dog,82
-1.0192055842392524,12.276070107751908,mouse,7
0.26318811468193876,12.913473197434266,cat,83
-0.6998017986808732,7.662107761522338,cat,27
2.9418936938729434,9.8535209583235,dog,16
-1.4844992831127684,18.361104322969712,mouse,89
-0.2750429582403181,17.551365925458555,cat,60
-0.7823120938260786,13.621445205835975,cat,71
-1.5359176913651778,12.102120042918067,mouse,33
1.4092337924742675,12.325274701288931,cat,75
-0.15069256294394387,6.126309364520652,cat,37
0.642145423544128,11.792922589627196,mouse,81
-0.6065513716759999,15.877598265947311,cat,37
-1.884368301056703,9.12849746900241,cat,83
0.49312452326047185,9.284915393938501,dog,77
0.7418651972821795,5.366539886548435,dog,53
0.3834856862768377,6.965375417686889,cat,58
-1.020049407339953,1.0669021689164833,mouse,17
0.7951739163841818,8.550848970242788,cat,3
-2.0442871323557,12.690088604881444,dog,45
0.26232792304834607,10.941708359428873,mouse,22
-0.32802387780981296,7.406455603515384,dog,54
1.2291623616287606,12.936314712493255,dog,72
-0.5879962731234928,19.551797104718776,mouse,7
-0.7156516446361734,9.936599246027285,dog,38
0.8951402690897897,20.068938391795022,mouse,17
0.44267120701237045,8.70226910892672,mouse,38
1.2734285291579321,11.86754376192114,mouse,15
0.2821278036086973,11.941895340271477,dog,64
-0.18935617188653753,7.172716264545798,dog,58
0.03163691401217622,4.313789908447999,mouse,51
-0.011383425797389941,15.670509432068307,dog,56
0.2671647008560491,19.191404061693895,dog,44
-0.9922887256797165,12.081271853426161,mouse,4
0.24820242011395957,21.737956213127283,dog,75
-0.031313114015531655,10.359604793576793,cat,75
1.8038464873016755,14.205137179842605,dog,63
-0.4536947467999616,9.49083555609548,cat,27
-0.1967684124784566,15.676749170265367,dog,77
1.3970039700382084,15.193989679103321,cat,80
-1.0652622665606017,10.141330062157063,cat,47
-0.20140871709093722,11.058542693354532,dog,64
0.26165399866451045,3.275067681455589,cat,54
1.2818214682879787,18.673891754935326,mouse,12
0.1385996180820834,14.182488153014425,dog,7
0.7078908952941998,13.066758614708993,dog,96
0.16028220900545448,-4.462695544471442,cat,81
0.17157941080099184,11.43194021476343,mouse,48
0.314594550477131,11.252272765100738,dog,66
0.6675936387928917,11.794887637848333,dog,40
-0.9193149676510171,13.374210357833508,mouse,30
1.6350452729992084,7.075515771347087,mouse,92
-0.09255927824041248,6.875283523094293,mouse,65
0.23650480739455484,15.269493586467657,cat,67
0.5855286674076978,19.30089344286349,dog,24
0.901681963682243,16.65550546147564,cat,72
-0.25199009599311406,20.98754143887922,mouse,11
-0.1774684156477279,8.048032664804488,dog,13
